x,y,z,Cluster
2.2379487854084945,2.6484975607508607,Hot2,1
2.4854733464197962,2.132864819379875,Hot2,1
2.2955234405483216,2.875213756941871,Hot2,1
1.9325509880106924,2.640350316157257,Hot2,1
2.220799070364504,2.6668912990175246,Hot2,1
2.7118665571050395,2.9339853714882276,Hot2,1
2.313439080145482,3.130074489786604,Hot2,1
2.0028309930165213,2.9428220309146047,Hot2,1
2.174058295639986,3.037333699134162,Hot2,1
2.299068937472436,2.575601664520755,Hot2,1
2.3046205285475705,2.9460100524588335,Hot2,1
2.261628889930996,2.909041087987917,Hot2,1
2.4384589759905433,2.3089448228060068,Hot2,1
2.5796052770315407,3.004980182303574,Hot2,1
1.8955194953978698,2.400209093646119,Hot2,1
2.4584323435651148,3.0922234157871995,Hot2,1
2.002301140282858,2.7164124426822718,Hot2,1
2.371413611110179,2.5888819795853064,Hot2,1
2.0912348864580226,3.1522158473629416,Hot2,1
2.104233470261803,2.4847998572928693,Hot2,1
2.324502612039032,2.6467275969665303,Hot2,1
2.1791379735066005,2.654816192514992,Hot2,1
2.047153752687035,3.2774150966113504,Hot2,1
2.030933891468714,3.1415103414423244,Hot2,1
1.9896630357081053,2.5170860538585145,Hot2,1
1.9615654964352267,2.5510858802105667,Hot2,1
2.3146510952185233,3.5562724155787047,Hot2,1
2.108622708698218,2.574575596929184,Hot2,1
1.7851871148246659,1.400797168984597,Hot2,1
2.2616712966155537,3.1666341012770616,Hot2,1
1.7516033027163114,2.1695620069719572,Hot2,1
2.4140806788576765,2.7884894920901173,Hot2,1
1.8649491243985044,2.623557482120151,Hot2,1
2.033839668384798,2.7737766090984683,Hot2,1
2.895723809815756,3.825424140540657,Hot2,1
2.304166470913629,2.8338617127631,Hot2,1
2.6440225283575476,3.969602137914659,Hot2,1
2.3976512892093145,2.8032453678498066,Hot2,1
1.8662637104777628,1.6863914385335133,Hot2,1
2.2958854740354755,3.763029746096747,Hot2,1
1.891004880628025,1.9017648877829592,Hot2,1
2.18178300508277,2.1171577835911957,Hot2,1
2.6522196279316903,3.2724490025637287,Hot2,1
1.8818331759418672,1.8205569796847167,Hot2,1
2.3739944572104172,2.5249269160546217,Hot2,1
1.9820920134033717,3.296861973865795,Hot2,1
2.429950705603524,2.9444954722251877,Hot2,1
1.9020414572495443,2.1068323845554255,Hot2,1
1.7065609999016929,1.7811246639703457,Hot2,1
2.169703043231263,2.3819917521321177,Hot2,1
2.159003955345915,2.300209843121361,Hot2,1
2.0872568794219126,3.0754746988604422,Hot2,1
2.2408372185620613,2.1689458458346267,Hot2,1
2.0709474414809956,1.9532779892313412,Hot2,1
1.6207362343434906,2.941407957458672,Hot2,1
2.130688617811355,2.3414271210722895,Hot2,1
2.5034991053438036,3.0849060511613504,Hot2,1
2.628228867719921,3.560680913518238,Hot2,1
2.089892765930084,2.963869484102182,Hot2,1
1.9162595106397051,2.0983198431309296,Hot2,1
2.429184015522074,3.0575678504867763,Hot2,1
1.8236871917086057,2.602440849257966,Hot2,1
2.176387200627453,3.991305257286639,Hot2,1
2.5846377719119698,2.6020321308500045,Hot2,1
2.3473361807132913,3.470201096762462,Hot2,1
2.350605587860996,2.6016687762459845,Hot2,1
1.9106002740389942,3.52108876094589,Hot2,1
2.1921616601409517,2.8285712451164366,Hot2,1
1.9440138587101996,3.2704607344595105,Hot2,1
2.1473097364749223,2.9058349735974747,Hot2,1
1.9069049226588473,3.5793155493091544,Hot2,1
2.2087114574303723,2.882275383997441,Hot2,1
2.4440893731113396,3.2490442971944296,Hot2,1
2.5148652268841682,3.0078731739243625,Hot2,1
2.681571334193838,4.02922828497794,Hot2,1
1.9929570004407287,2.8783497072050794,Hot2,1
2.553569371561244,2.992933761408408,Hot2,1
2.276119931592422,3.0210491421238204,Hot2,1
1.684341374196756,1.9357143546044644,Hot2,1
1.9488719266534298,3.0279456887449547,Hot2,1
2.2415047269802684,3.1671076452145526,Hot2,1
1.9868621331932412,2.4965291383889303,Hot2,1
3.8279413619166966,1.543691923220497,Hot2,1
2.035748893040284,2.8406817949242624,Hot2,1
2.684286258163079,2.798079092926422,Hot2,1
2.1104580819217116,2.938218407798517,Hot2,1
2.09005811849671,2.872570664172504,Hot2,1
2.19821194685303,2.6615615637534638,Hot2,1
2.421406260812419,2.751553914485173,Hot2,1
1.9495293519841648,2.778576746602322,Hot2,1
2.470517930223795,2.755432323474407,Hot2,1
1.757189238763736,1.9589378035490617,Hot2,1
2.3624212862614415,3.4812775557953337,Hot2,1
2.339968483758158,4.545853224788496,Hot2,1
2.1906626276746093,2.5478613664556766,Hot2,1
1.9486530335824044,3.007703534670526,Hot2,1
2.591144468784457,2.7219723430631864,Hot2,1
2.437360991850671,1.790526527730249,Hot2,1
2.0938508331796526,2.429489546786013,Hot2,1
1.966450079945452,2.684291099841753,Hot2,1
2.54388438035913,2.4727877394754,Hot2,1
1.4701992148759233,2.2559754655588593,Hot2,1
2.2785205556717107,2.478496521061765,Hot2,1
3.9665657376685624,1.7732469966471736,Hot2,1
2.1541550785478782,3.451007075602636,Hot2,1
1.5360378713132248,2.026600170351989,Hot2,1
2.5473648137986022,3.4050385160061953,Hot2,1
2.468637383962874,3.047236934887582,Hot2,1
2.51308278550693,3.524619746054638,Hot2,1
1.7157668033078386,3.2002067505468244,Hot2,1
2.2093192436907056,2.2422515439867587,Hot2,1
2.408316973896029,3.845684394484395,Hot2,1
2.61824449262232,3.8982745015072613,Hot2,1
2.1928809944721617,3.2571207260654895,Hot2,1
2.519996271716929,3.647507842357436,Hot2,1
1.755439118134275,3.097587747092811,Hot2,1
1.8491752751097361,2.2091060652202623,Hot2,1
2.0522816180755976,2.666777607622966,Hot2,1
2.1957330997758,3.446380001744568,Hot2,1
2.4010440457413766,3.2971238417360413,Hot2,1
2.5155421959582185,3.7524532626619536,Hot2,1
2.519965800461174,2.4499224637085173,Hot2,1
1.8678975813037186,2.388164411999486,Hot2,1
1.7549201880540417,1.4082128523896749,Hot2,1
2.1128586172147608,3.713984355511519,Hot2,1
1.882717804455142,3.3037582507743197,Hot2,1
2.1925642262677436,1.8742134049361308,Hot2,1
1.9226495175480927,3.064567008527785,Hot2,1
2.3049205205326917,2.738108022971281,Hot2,1
2.591647619118453,3.1638552493697687,Hot2,1
2.300237287400813,2.190291151304291,Hot2,1
2.028333775424208,2.2167396499926437,Hot2,1
1.9759728402350172,2.0679789464762024,Hot2,1
2.603301098138063,2.8933418091973104,Hot2,1
2.1185874494031482,3.1232116366925173,Hot2,1
2.6228160584029916,2.994739613505829,Hot2,1
1.7135724518015962,3.202315852449931,Hot2,1
2.425480367478917,4.311777583894345,Hot2,1
2.1558110528307246,3.225393471608891,Hot2,1
2.242668234993015,3.4925987359995885,Hot2,1
1.8678288389410487,1.9419076302691205,Hot2,1
1.9739294058134933,2.625357809818042,Hot2,1
2.4906937593708633,2.885228351068196,Hot2,1
2.161494364815237,2.5605126465561714,Hot2,1
2.718702158327876,2.9409356807576534,Hot2,1
2.024578796380731,2.725797720431657,Hot2,1
2.484935954385967,3.2414368012097596,Hot2,1
2.4552825078057823,3.5602187533625007,Hot2,1
2.62619752928761,2.902004778806393,Hot2,1
1.7337283517618967,2.1046688210818685,Hot2,1
2.0675200504945814,3.90410027881909,Hot2,1
2.689225058086634,3.3385502727987544,Hot2,1
2.644173287130685,3.7129106733024235,Hot2,1
1.91358420696634,2.6055729883376313,Hot2,1
1.9377843173075564,3.5669242704010617,Hot2,1
1.859998830101884,2.120059932132174,Hot2,1
2.2276739983264386,3.487979592440371,Hot2,1
1.8024137996513594,2.5167004350299105,Hot2,1
1.7071060063243466,3.1845788863660762,Hot2,1
1.9044048181084567,2.7999342223927948,Hot2,1
1.5458111395602914,2.0213724436573117,Hot2,1
2.5219466465793694,3.174932071277866,Hot2,1
2.314181429819164,2.6067748154297066,Hot2,1
2.018572879047188,3.1502249615306916,Hot2,1
1.67845713174654,1.5813245970698617,Hot2,1
2.4332915012611607,2.7263414089755558,Hot2,1
2.2863531954119507,2.2826650722873536,Hot2,1
2.287797056796447,3.11554689988586,Hot2,1
1.776839756167492,2.9907531456185925,Hot2,1
2.3899481112343595,2.651870590271192,Hot2,1
2.6565805638471347,3.4805204861060606,Hot2,1
1.331672318834499,1.829405836734916,Hot2,1
2.3946688211029747,3.0655691733775976,Hot2,1
2.541305720725948,2.2126592514294865,Hot2,1
2.5763126066240125,2.9769432378490754,Hot2,1
1.860484727591761,2.6256707614335424,Hot2,1
2.483087718321447,3.506706381858125,Hot2,1
2.2706778614643373,1.9246719517094701,Hot2,1
2.7692599420237896,4.120810094240163,Hot2,1
2.1547247081010705,2.248610801850162,Hot2,1
2.0321239934124344,3.2946908030478435,Hot2,1
2.4133998806632446,3.986338294034925,Hot2,1
2.08351674942196,2.518107225273881,Hot2,1
2.3904794904447817,3.1657897336502105,Hot2,1
2.503239589771698,3.7395108667574704,Hot2,1
2.0119845787042525,2.3182934771089374,Hot2,1
1.784837689813895,2.252241492443585,Hot2,1
2.219000620663391,3.2210841715742484,Hot2,1
1.7699108659685094,2.956786120645769,Hot2,1
2.2092593419630817,3.5828974339063153,Hot2,1
2.414382273580493,2.806145288971157,Hot2,1
2.244510225111758,3.4093540009025207,Hot2,1
4.026004455231513,2.151823590476264,Hot2,1
2.5724287749709465,2.803166999932271,Hot2,1
2.097877264572747,3.0898628149157226,Hot2,1
1.8331839310384115,2.435958710716749,Hot2,1
2.567919631002171,3.283136592008212,Hot2,1
2.2092008387837887,3.192185562725868,Hot2,1
1.8509761364816406,2.9223469972928378,Hot2,1
2.5196381605162155,2.745314661515282,Hot2,1
2.227170596922271,2.905797508308739,Hot2,1
1.9268490747661464,2.828145283921885,Hot2,1
2.1047787023110383,2.7321748750853514,Hot2,1
2.1407850300400533,2.5436686997681752,Hot2,1
2.300788063431231,3.1931433397150304,Hot2,1
1.5127495345811435,1.715612781803301,Hot2,1
2.4124115998990185,3.070134175405663,Hot2,1
2.6365553039211083,3.558880531667619,Hot2,1
1.9789642532053744,2.742834549198608,Hot2,1
1.8804625250916116,2.2106943580882104,Hot2,1
1.9599078735069086,2.2845314463775717,Hot2,1
1.928758854527382,2.717497080998608,Hot2,1
1.9978013801484276,2.666969326588861,Hot2,1
1.5179771877161348,2.0357814274036583,Hot2,1
1.4622186821308607,1.3420809331412404,Hot2,1
2.0233065015260854,2.986035770857147,Hot2,1
2.158710241838738,2.6877712433041525,Hot2,1
2.0628182303291798,2.6875232418127073,Hot2,1
2.383157496118691,3.5113907244424043,Hot2,1
2.6498649797513845,3.5634912006303847,Hot2,1
2.1096539444857054,3.7302040276742234,Hot2,1
2.2490504680397345,3.0771069041015138,Hot2,1
2.442790059463096,3.3658387805625356,Hot2,1
2.588757576352353,3.0237889884465274,Hot2,1
2.1852489502128245,3.4785580856758664,Hot2,1
2.296262650095751,3.3093816011610233,Hot2,1
1.6725019119399263,2.9500644231746724,Hot2,1
1.6692376635495103,2.9999897883731887,Hot2,1
2.044285010591001,3.0607858056522605,Hot2,1
2.3502503151189167,2.029449027853058,Hot2,1
1.798650009759637,3.25653916766302,Hot2,1
2.4687327069814127,3.5973345183552983,Hot2,1
2.0668018835075075,1.9079254747094025,Hot2,1
2.6606144343399194,3.353139029810175,Hot2,1
2.164769601211258,2.6911575472080695,Hot2,1
1.5476055753864162,2.849146135964687,Hot2,1
2.464898666774334,2.7366258234976004,Hot2,1
2.655141958223242,4.386043416806331,Hot2,1
2.6578057705394635,2.734394340321612,Hot2,1
2.6611105908417865,3.067978828707503,Hot2,1
1.7548011015371754,2.6904926849260344,Hot2,1
2.6526222876018184,2.3972385582720768,Hot2,1
2.3824678029514916,3.0223787142752787,Hot2,1
2.3678197618610355,3.114573462125159,Hot2,1
2.363194294280994,3.043402042538601,Hot2,1
2.676907527570666,3.615475593606745,Hot2,1
2.218937010469106,2.4790530506994375,Hot2,1
2.080534125276829,3.1137819488914245,Hot2,1
1.9871784551025282,2.023840922039459,Hot2,1
2.041103253352414,3.6213111066344306,Hot2,1
2.330469497495266,2.8944709088221194,Hot2,1
2.254376020290729,3.092962460261129,Hot2,1
2.6042321679717326,2.7895996866768806,Hot2,1
2.085563300670213,3.0085512163697348,Hot2,1
2.45875387008814,2.6880250302022035,Hot2,1
2.7239125720580724,4.034712762382335,Hot2,1
2.0581315759871885,2.727972287698678,Hot2,1
2.5606346612703046,3.426573406478272,Hot2,1
1.7373616725760455,1.8440534042249281,Hot2,1
2.2965857078759018,2.6249875142354777,Hot2,1
2.162635923419025,2.157620677452518,Hot2,1
2.930947028837636,3.1225612097115825,Hot2,1
2.5767268835985173,3.255302266950104,Hot2,1
2.231573844738052,2.3939590361309553,Hot2,1
2.353346283472116,2.7492199517356712,Hot2,1
1.649716960534945,1.9440745833789008,Hot2,1
1.7079433752316877,2.1160811743409873,Hot2,1
1.7072124432303122,2.8220568889228277,Hot2,1
2.6302544442031617,2.942327390042459,Hot2,1
2.334837853491352,2.6617937902357265,Hot2,1
1.673407832702305,2.4832920047932268,Hot2,1
2.627140575874578,3.611215911476812,Hot2,1
2.1474529764351193,3.303827869720069,Hot2,1
2.2584914746324443,2.9915518824320846,Hot2,1
2.2771074985452855,3.1278329205314797,Hot2,1
2.2355970188431202,3.011524911354318,Hot2,1
2.061286204110499,3.3317684583042864,Hot2,1
2.000158162951133,2.715955901534879,Hot2,1
2.7562789339048805,3.0792080613319954,Hot2,1
2.7391445527105107,3.4108293551614466,Hot2,1
2.340665224400086,3.0826206354448606,Hot2,1
2.183878836925256,3.6424768288886624,Hot2,1
2.401095231498534,3.8613702461652175,Hot2,1
2.1006821863706726,3.1856588031864903,Hot2,1
1.723951138033599,1.8099473805224104,Hot2,1
2.335494007045831,2.4865436836656705,Hot2,1
2.1916189582104053,2.5348722136354347,Hot2,1
2.0933563529352415,2.7359258605194365,Hot2,1
3.768442864574594,1.7047507743692494,Hot2,1
2.0909512126323855,3.5272789005628464,Hot2,1
2.4651372995377714,3.2631300490729793,Hot2,1
2.831665683229401,4.009367040087564,Hot2,1
1.965318177972503,1.787814989013497,Hot2,1
2.244567218356623,2.3599919045654207,Hot2,1
2.538639949908422,2.8596342424627403,Hot2,1
2.406123643570165,2.964135245994754,Hot2,1
1.7479799740978588,2.517257929241086,Hot2,1
2.750759912233896,3.704497565766085,Hot2,1
2.157076264263679,2.8636690441660373,Hot2,1
1.5797580326016551,1.5123167093464183,Hot2,1
1.6923781619669844,2.5262484543602115,Hot2,1
2.51438558601579,3.4851095272432198,Hot2,1
1.9354192004421829,3.453965362155491,Hot2,1
1.9767717758035166,2.637398740696813,Hot2,1
1.8687615925237142,2.205202853812718,Hot2,1
2.5436349449699436,2.5385473655365143,Hot2,1
1.6892820974327247,1.872743902600777,Hot2,1
2.3415655058336453,3.3887674609514287,Hot2,1
1.7679358519753938,2.204603990787637,Hot2,1
2.1480183884069493,1.8106042472029287,Hot2,1
1.800529585693232,2.881601633730159,Hot2,1
2.1801980876466813,2.057766819854575,Hot2,1
2.0844198973918866,1.9645782866724792,Hot2,1
1.77945397104265,2.5232173136917724,Hot2,1
2.3736646351191575,2.968271628019559,Hot2,1
2.479913563562575,3.151497631695673,Hot2,1
2.4486913995691126,2.832677245152497,Hot2,1
1.5723755115856386,2.4083062356306106,Hot2,1
1.9959702602723064,1.7417936228195172,Hot2,1
2.1898730472377013,2.654647339787986,Hot2,1
2.3570559780142006,3.0524789310313576,Hot2,1
2.4130495543895663,2.5032542629080554,Hot2,1
2.3508304161326476,2.909322572952806,Hot2,1
2.057466452258397,1.5128205616498096,Hot2,1
1.9024916872159492,2.871217635474858,Hot2,1
2.477981885542027,2.3396137199950595,Hot2,1
2.4619620123353534,3.3816858333962525,Hot2,1
2.418524469038189,3.194433719159855,Hot2,1
2.172327656768006,2.8216705764356615,Hot2,1
2.6343606726052977,3.172493606548152,Hot2,1
1.9142153842214016,2.66344852712662,Hot2,1
2.2302762049832645,3.6640559221844216,Hot2,1
2.427692783892564,3.53947728874773,Hot2,1
1.4997936476042226,1.7794242188782998,Hot2,1
2.3184193619492315,3.0057482078161875,Hot2,1
1.567172939565459,2.178667942245423,Hot2,1
2.335450770168838,3.7239776354803458,Hot2,1
2.5066762310390582,3.3091175619629967,Hot2,1
2.1559419865772753,3.169738903164824,Hot2,1
2.2121755928183426,3.048119263245035,Hot2,1
2.215090342562625,3.4915685700987655,Hot2,1
2.07170180384852,3.0053871010336115,Hot2,1
2.3852518964617038,3.187001534958059,Hot2,1
2.6418079575919093,3.223103760700274,Hot2,1
2.5256130211152668,3.0800971838308064,Hot2,1
2.168396968058448,2.875365977626285,Hot2,1
2.028161884028721,3.247061724345618,Hot2,1
2.0180822521702737,3.4693873419632197,Hot2,1
2.431373956683045,3.1167670744478415,Hot2,1
2.156416347596226,2.4669706244794747,Hot2,1
2.729207182547434,3.507413795953622,Hot2,1
2.3131781876681914,3.291561220909078,Hot2,1
1.960501132624582,2.5085594725737366,Hot2,1
1.7784952085217005,2.5081583116813118,Hot2,1
1.9956671808667945,3.1811433684774095,Hot2,1
2.0108226993721816,2.803289713638924,Hot2,1
2.1109097399334837,2.4938894554083584,Hot2,1
2.5216398689250106,1.519735117496997,Hot2,1
2.325212806506906,3.1589874900943062,Hot2,1
1.659906201295496,1.4723660261665623,Hot2,1
2.492124327760583,3.4329985578733178,Hot2,1
2.36538134002193,3.465048972816317,Hot2,1
2.6092710094667324,3.268073017114045,Hot2,1
2.3853513491167475,3.5364481045495335,Hot2,1
1.7126474345919445,2.2148501715229094,Hot2,1
2.093231317971403,4.250225073523181,Hot2,1
2.291709304363748,3.190853369506048,Hot2,1
1.5740403651583572,2.680799557174797,Hot2,1
2.342677269107638,3.5646120401971766,Hot2,1
1.6641668731003092,2.6325001855903265,Hot2,1
2.280975788368098,3.004572301565602,Hot2,1
2.1970026682447945,3.1165946317723843,Hot2,1
2.5914548168863685,2.389650153276723,Hot2,1
2.067135117062016,2.506194945568783,Hot2,1
2.4617300531611663,3.572729370616052,Hot2,1
1.5601774481908008,2.6541147799284177,Hot2,1
2.113497801972989,2.5482271505071354,Hot2,1
1.8312207765186874,2.7403183348131814,Hot2,1
2.295168199128845,3.004850087523922,Hot2,1
2.025438987806211,3.7322389097834265,Hot2,1
1.6701978837184766,2.7577447003455315,Hot2,1
1.64824525340166,1.7637662074872704,Hot2,1
2.8671869746181775,3.4325783402474075,Hot2,1
2.356634614452677,2.9304592029582532,Hot2,1
2.026165464658357,3.107125753993135,Hot2,1
2.4752293028566212,3.337942455334181,Hot2,1
2.409979529703611,3.861579835744581,Hot2,1
1.537653595378135,2.416606810351878,Hot2,1
2.115229208548426,2.28646040317285,Hot2,1
1.704140433965582,2.7687400127541255,Hot2,1
2.555242883114763,3.5309521800911767,Hot2,1
2.5579640794947816,3.8780059721703526,Hot2,1
2.417158919231516,4.247369253203127,Hot2,1
2.395358222080275,2.8977279084120076,Hot2,1
2.0418701521110605,2.961717865451475,Hot2,1
