,pc1,pc2,Cluster
0,-0.04806781441315898,2.0237301066338635,0
1,0.18141270550290936,1.663074292723636,0
2,0.1905343347697946,1.4337207742559954,0
3,-0.05447319602985388,1.3762023482040302,0
4,0.0942525010326882,0.7502369452789109,0
5,0.7753466177376667,1.4807048386763177,0
6,0.5164106074457766,1.959540486360218,0
7,-0.19642924316462088,1.2847101065821815,0
8,0.22365848363978408,1.4177077658614474,0
9,-0.0027248204293996796,0.19304647027283692,0
10,0.753233174488715,1.6510466941905144,0
11,-0.3840941197395268,0.2923849745836578,0
12,0.2544340423035389,0.8103970641259088,0
13,0.11195359126922967,0.86192421532077,0
14,0.063025123685697,0.7587103307562743,0
15,0.06758834062385917,0.3997945314968507,0
16,0.7819514602126438,1.569577764073122,0
17,0.04199804744331552,0.22770881105292023,0
18,-0.18322805910180828,1.1249239094462868,0
19,0.2932104032038234,1.3311507447093616,0
20,0.0470346943243977,1.4603347822532584,0
21,0.5838265101473892,1.2258610647314863,0
22,0.21815954677414373,1.314228781924158,0
23,0.00499682770611361,0.564840665942098,0
24,0.4115756347160435,2.3079379162881484,0
25,0.5507744689296092,1.1463402949593258,0
26,0.18829002309318385,0.7215492453276303,0
27,0.23224896469235926,0.9416055095067661,0
28,-0.08899049254847188,0.596410875596193,0
29,-0.23216904305841182,1.2844667747127452,0
30,0.09863835395738735,0.825086763803649,0
31,0.21121011589993569,0.9781374700185955,0
32,0.4103801892138202,0.9971525341306434,0
33,0.47156280692098373,1.809495332757493,0
34,-0.023369250857886745,0.7163470129322383,0
35,0.06996796633182513,1.8486431914147141,0
36,0.47988329114265527,1.9860246223099285,0
37,-0.04274950187337079,1.2883989795066872,0
38,-0.19465271322713096,0.7427229519569819,0
39,0.04991539000334176,1.8374168458574653,0
40,0.49284099125329894,1.2815613403453583,0
41,0.07927467855732108,1.134783293566565,0
42,0.9575614635644469,1.5837099141074156,0
43,0.2681594844666601,2.005395585246957,0
44,0.1750219392089324,1.8222181412070835,0
45,0.40765408755595484,1.0758855137350767,0
46,-0.13424048349096926,1.5080695226870182,0
47,-0.24405435045382853,0.10501987418914707,0
48,0.1606357597094137,1.6429435958278802,0
49,0.14434918346293885,1.6052437495355099,0
50,0.8977799911361464,1.4634935512691276,0
51,-0.47045068736688667,0.9385491106876951,0
52,0.1480985897174347,1.1749492399619534,0
53,0.1892874932524019,1.321038155706677,0
54,0.18959023611536718,0.5541480404484875,0
55,0.021181767496945673,0.8085172984067889,0
56,0.4380681031853139,0.7979849716506894,0
57,-0.44133895955482455,0.7719418236530593,0
58,-0.16428673286572432,0.9203078162383693,0
59,0.30197668388529025,1.5559401796074448,0
