%MISS,GETS,NONREC,SLOW,REC,TIER2,TIER3,%UTIL,AVER_HTM,MON-NAME
0,133518,133518,68,0,71031956,2152504,100,283702,java/lang/Boolean@000000060A25BDA8
0,141410,141410,154,0,71140234,2152765,100,267534,java/lang/Boolean@000000060A25BCB0
0,131174,131174,80,0,70496523,2140791,100,288686,java/lang/Boolean@000000060A25BC78
0,134090,134090,98,0,71020995,2154706,100,282390,java/lang/Boolean@000000060A25B768
0,125208,125208,69,0,71058592,2158613,100,302541,java/lang/Boolean@000000060A258980
0,144870,144870,96,0,70637234,2137566,100,261283,java/lang/Boolean@000000060A25E398
0,129269,129269,83,0,69866605,2122099,100,292902,java/lang/Boolean@000000060A25B558
0,132587,132587,83,0,70191834,2129937,100,285551,java/lang/Boolean@000000060A261380
0,123084,123084,90,0,71328404,2169628,100,307734,java/lang/Boolean@000000060A258990
0,124430,124430,74,0,69929380,2124921,100,304419,java/lang/Boolean@000000060A25E188
0,155610,155610,90,0,70822546,2139799,100,243242,java/lang/Boolean@000000060A2615C8
0,122604,122604,84,0,70754018,2152175,100,308869,java/lang/Boolean@000000060A25B868
0,147528,147528,125,0,71107863,2152817,100,256469,java/lang/Boolean@000000060A25BDA8
0,123493,123493,49,0,69872552,2123031,100,306879,java/lang/Boolean@000000060A25B698
0,130626,130626,80,0,70421888,2139054,100,289848,java/lang/Boolean@000000060A25E350
0,122332,122332,78,0,70557592,2146499,100,309592,java/lang/Boolean@000000060A25E3E8
0,142170,142170,79,0,71026298,2150548,100,266241,java/lang/Boolean@000000060A25E3E8
0,132794,132794,96,0,70953340,2151468,100,285170,java/lang/Boolean@000000060A25E160
0,125477,125477,87,0,73000699,2219831,100,301724,java/lang/Boolean@000000060A25E388
0,121774,121774,83,0,71015512,2161270,100,311075,java/lang/Boolean@000000060A258740
0,149909,149909,105,0,71261019,2153505,100,252465,java/lang/Boolean@000000060A25E100
0,119464,119464,89,0,70058686,2132998,100,316967,java/lang/Boolean@000000060A258670
0,134636,134636,91,0,70079263,2125657,100,281017,java/lang/Boolean@000000060A258558
0,119360,119360,94,0,70565979,2145898,100,317392,java/lang/Boolean@000000060A2617B8
0,134170,134170,60,0,70756952,2145047,100,282193,java/lang/Boolean@000000060A25BA50
0,147217,147217,102,0,71277036,2158462,100,257149,java/lang/Boolean@000000060A25E290
0,148204,148204,104,0,70851750,2143229,100,255406,java/lang/Boolean@000000060A25E1C0
0,143547,143547,96,0,70399569,2131321,100,263549,java/lang/Boolean@000000060A25BD48
0,154262,154262,109,0,72019482,2176410,100,245418,java/lang/Boolean@000000060A25BA28
0,120635,120635,73,0,70269579,2138800,100,313912,java/lang/Boolean@000000060A25E350
0,135780,135780,73,0,71171593,2160738,100,278902,java/lang/Boolean@000000060A25B980
0,141034,141034,102,0,71450762,2163824,100,268501,java/lang/Boolean@000000060A25E518
0,120213,120213,102,0,70826741,2156480,100,315122,java/lang/Boolean@000000060A258950
0,136197,136197,75,0,70097025,2125365,100,278027,java/lang/Boolean@000000060A25BA18
0,148769,148769,73,0,71658588,2169240,100,254375,java/lang/Boolean@000000060A2588E8
0,153189,153189,105,0,71036856,2146354,100,247097,java/lang/Boolean@000000060A25B6F8
0,145324,145324,106,0,69681490,2108684,99,260270,java/lang/Boolean@000000060A25B9E0
0,127765,127765,82,0,70496163,2142825,100,296560,java/lang/Boolean@000000060A25B5F0
0,120119,120119,47,0,71750637,2181765,100,315476,java/lang/Boolean@000000060A258950
0,122228,122228,70,0,70686576,2149726,100,309874,java/lang/Boolean@000000060A25E198
0,149883,149883,109,0,71260348,2153059,100,252523,java/lang/Boolean@000000060A25BA88
0,154237,154237,156,0,71991092,2174960,100,245353,java/lang/Boolean@000000060A258958
0,118936,118936,73,0,70287039,2138485,100,318351,java/lang/Boolean@000000060A261730
0,131018,131018,106,0,70513772,2140344,100,288894,java/lang/Boolean@000000060A258740
0,155388,155388,124,0,71513636,2160800,100,243475,java/lang/Boolean@000000060A2614C0
0,127787,127787,107,0,69594401,2114531,100,296518,java/lang/Boolean@000000060A25E198
0,144099,144099,123,0,71369429,2160954,100,262689,java/lang/Boolean@000000060A25B720
0,126731,126731,92,0,70300289,2135257,100,298773,java/lang/Boolean@000000060A261400
0,142275,142275,99,0,70108144,2121941,100,265959,java/lang/Boolean@000000060A25B9F0
0,137302,137302,78,0,70678648,2143562,100,275612,java/lang/Boolean@000000060A261558
0,126416,126416,81,0,69673628,2117619,100,299423,java/lang/Boolean@000000060A25B980
0,125843,125843,102,0,70703898,2146834,100,300946,java/lang/Boolean@000000060A25B638
0,123493,123493,55,0,71705741,2185355,100,306945,java/lang/Boolean@000000060A25BB48
0,151693,151693,85,0,71043169,2145875,100,249406,java/lang/Boolean@000000060A25B520
0,143751,143751,86,0,70889470,2146646,100,263282,java/lang/Boolean@000000060A25BD80
0,149798,149798,130,0,70750538,2138896,100,252547,java/lang/Boolean@000000060A25B270
0,144075,144075,104,0,70748334,2142322,100,262642,java/lang/Boolean@000000060A2616F8
0,130854,130854,92,0,70165899,2128861,100,289186,java/lang/Boolean@000000060A25BDA8
0,124107,124107,84,0,68582867,2084165,100,305257,java/lang/Boolean@000000060A261460
0,143180,143180,88,0,70581375,2136645,100,264462,java/lang/Boolean@000000060A25DFF8
0,126652,126652,44,0,70322826,2136952,100,299148,java/lang/Boolean@000000060A258740
0,120302,120302,84,0,70456033,2146169,100,314994,java/lang/Boolean@000000060A2613C8
0,152557,152557,93,0,71518188,2160827,100,248005,java/lang/Boolean@000000060A25B850
0,141186,141186,98,0,70180664,2125019,100,268003,java/lang/Boolean@000000060A261850
0,148637,148637,84,0,71102202,2153735,100,254601,java/lang/Boolean@000000060A258978
0,135441,135441,65,0,70835209,2149570,100,279557,java/lang/Boolean@000000060A25E230
0,135141,135141,74,0,69594468,2111488,100,280169,java/lang/Boolean@000000060A25BB60
0,140375,140375,98,0,70478783,2132778,100,269662,java/lang/Boolean@000000060A25E1F8
0,152393,152393,99,0,70478655,2128643,100,248287,java/lang/Boolean@000000060A25B600
0,140740,140740,85,0,69563914,2104853,99,268719,java/lang/Boolean@000000060A25E4B8
0,154081,154081,66,0,71514897,2158474,100,245748,java/lang/Boolean@000000060A25BD20
0,119151,119151,80,0,70329506,2138880,100,317896,java/lang/Boolean@000000060A25E220
0,143815,143815,69,0,70511026,2135187,100,263219,java/lang/Boolean@000000060A25B558
0,133412,133412,80,0,70499607,2138776,100,283729,java/lang/Boolean@000000060A261558
0,127600,127600,51,0,71610632,2174349,100,296978,java/lang/Boolean@000000060A25BDA8
0,120218,120218,122,0,70723531,2151111,100,315061,java/lang/Boolean@000000060A25E100
0,148096,148096,70,0,72773778,2205682,100,255764,java/lang/Boolean@000000060A25BDB8
0,124388,124388,75,0,70915599,2156574,100,304461,java/lang/Boolean@000000060A25BCC0
0,137954,137954,84,0,70882678,2147697,100,274541,java/lang/Boolean@000000060A25BA88
0,140927,140927,75,0,71504149,2167950,100,268535,java/lang/Boolean@000000060A25B910
0,121340,121340,77,0,70657088,2150692,100,312072,java/lang/Boolean@000000060A25B558
0,123713,123713,77,0,71281092,2168216,100,306315,java/lang/Boolean@000000060A2588F8
0,149754,149754,95,0,70464381,2129395,100,252769,java/lang/Boolean@000000060A25E3C0
0,126564,126564,55,0,71028981,2157480,100,299331,java/lang/Boolean@000000060A25B3F0
0,138830,138830,101,0,70599875,2140935,100,272564,java/lang/Boolean@000000060A258558
0,118988,118988,76,0,70326233,2139631,100,318020,java/lang/Boolean@000000060A25E588
0,122453,122453,39,0,70866102,2160578,100,309524,java/lang/Boolean@000000060A25B9E0
0,126391,126391,58,0,71171242,2162807,100,299620,java/lang/Boolean@000000060A25BC50
0,140772,140772,129,0,71065517,2152208,100,268710,java/lang/Boolean@000000060A2615F0
0,146777,146777,80,0,71384281,2160597,100,257846,java/lang/Boolean@000000060A25BD58
0,123657,123657,61,0,71402682,2170798,100,306307,java/lang/Boolean@000000060A2588F0
0,140472,140472,70,0,71147784,2153138,100,269327,java/lang/Boolean@000000060A25B8C0
0,148160,148160,97,0,70611016,2136581,100,255564,java/lang/Boolean@000000060A258900
0,134004,134004,74,0,70560116,2142259,100,282540,java/lang/Boolean@000000060A25BD10
0,120162,120162,80,0,69944954,2129354,100,315020,java/lang/Boolean@000000060A25E278
0,152366,152366,84,0,71530465,2158226,100,248432,java/lang/Boolean@000000060A261308
0,134730,134730,62,0,71122783,2157743,100,281114,java/lang/Boolean@000000060A25B850
0,119628,119628,79,0,69842444,2123613,100,316553,java/lang/Boolean@000000060A25BDA8
0,120630,120630,63,0,70878570,2156413,100,313981,java/lang/Boolean@000000060A25BBB8
0,124921,124921,113,0,69905593,2123498,100,303009,java/lang/Boolean@000000060A25E5B0
0,145640,145640,94,0,69846900,2113760,100,259919,java/lang/Boolean@000000060A25B3A0
0,131196,131196,67,0,71544259,2173519,100,288750,java/lang/Boolean@000000060A25E3C0
0,145708,145708,92,0,71191799,2155283,100,259836,java/lang/Boolean@000000060A25B9C8
0,155021,155021,123,0,71504632,2160687,100,244099,java/lang/Boolean@000000060A25DF88
0,153345,153345,119,0,72178337,2181057,100,246649,java/lang/Boolean@000000060A261558
0,150236,150236,98,0,71753070,2167768,100,251907,java/lang/Boolean@000000060A258518
0,124260,124260,81,0,71147749,2163973,100,304795,java/lang/Boolean@000000060A25E100
0,124687,124687,75,0,69554412,2114409,100,303664,java/lang/Boolean@000000060A261568
0,145477,145477,83,0,70528866,2133854,100,260157,java/lang/Boolean@000000060A25B900
0,124165,124165,79,0,71172960,2165097,100,304859,java/lang/Boolean@000000060A258558
0,135426,135426,90,0,70288659,2131372,100,279514,java/lang/Boolean@000000060A2614D0
0,151339,151339,91,0,70965646,2144008,100,250110,java/lang/Boolean@000000060A261720
0,129974,129974,84,0,70283874,2134479,100,291446,java/lang/Boolean@000000060A25BAB8
0,130769,130769,59,0,71725237,2178703,100,289651,java/lang/Boolean@000000060A25B530
0,122436,122436,59,0,71808593,2190387,100,309502,java/lang/Boolean@000000060A258980
0,147035,147035,98,0,71667061,2171357,100,257535,java/lang/Boolean@000000060A25B9D0
0,128539,128539,89,0,68836213,2089576,100,294421,java/lang/Boolean@000000060A25BDA8
0,138977,138977,82,0,71574428,2169150,100,272573,java/lang/Boolean@000000060A25BCB0
0,124946,124946,100,0,70437644,2139307,100,302802,java/lang/Boolean@000000060A25E388
0,151808,151808,268,0,70536067,2133810,100,249227,java/lang/Boolean@000000060A25E658
0,153754,153754,100,0,69625495,2102880,100,246141,java/lang/Boolean@000000060A25B600
0,141011,141011,76,0,71426945,2162209,100,268569,java/lang/Boolean@000000060A25BD20
0,124196,124196,90,0,70650370,2148422,100,304945,java/lang/Boolean@000000060A25B730
0,149834,149834,65,0,71114179,2149619,100,252743,java/lang/Boolean@000000060A25BA18
0,145030,145030,95,0,71635059,2168577,100,260913,java/lang/Boolean@000000060A25B6F8
0,122632,122632,81,0,70339868,2138909,100,308932,java/lang/Boolean@000000060A25E068
0,137496,137496,68,0,71509416,2167242,100,275405,java/lang/Boolean@000000060A25B390
0,129386,129386,71,0,70615476,2144899,100,292572,java/lang/Boolean@000000060A25E258
0,155377,155377,76,0,70915719,2141439,100,243599,java/lang/Boolean@000000060A25BAB0
0,150079,150079,90,0,71450153,2159642,100,252228,java/lang/Boolean@000000060A25B628
0,131586,131586,66,0,69946236,2119903,100,287839,java/lang/Boolean@000000060A25BA18
0,121103,121103,63,0,70959548,2161496,100,312841,java/lang/Boolean@000000060A25BD80
0,151739,151739,134,0,71747474,2170031,100,249432,java/lang/Boolean@000000060A25E880
0,124703,124703,89,0,70743692,2151742,100,303672,java/lang/Boolean@000000060A25B4C0
0,127995,127995,132,0,71725321,2180956,100,295904,java/lang/Boolean@000000060A25B888
0,128162,128162,86,0,71074155,2160401,100,295485,java/lang/Boolean@000000060A25BA18
0,133304,133304,120,0,70724350,2145180,100,283971,java/lang/Boolean@000000060A25B5F0
0,133171,133171,58,0,70338606,2132894,100,284034,java/lang/Boolean@000000060A25E6B8
0,149584,149584,111,0,70904952,2143419,100,253050,java/lang/Boolean@000000060A25BCE8
0,144807,144807,83,0,71171318,2154489,100,261482,java/lang/Boolean@000000060A25E220
0,137953,137953,77,0,69989571,2121394,100,274473,java/lang/Boolean@000000060A258978
0,121574,121574,105,0,70912187,2157622,100,311583,java/lang/Boolean@000000060A25B438
0,128945,128945,102,0,70799452,2151557,100,293662,java/lang/Boolean@000000060A25B460
0,134982,134982,68,0,71146803,2158367,100,280291,java/lang/Boolean@000000060A258A30
0,139076,139076,77,0,70572191,2140065,100,272192,java/lang/Boolean@000000060A25BD10
0,141414,141414,72,0,70756689,2140788,100,267804,java/lang/Boolean@000000060A25B580
0,127461,127461,73,0,70603152,2146986,100,297004,java/lang/Boolean@000000060A25B8B0
0,150529,150529,104,0,70105788,2117841,100,251344,java/lang/Boolean@000000060A2615C8
0,128843,128843,64,0,71166504,2163073,100,293985,java/lang/Boolean@000000060A25BD20
0,136598,136598,86,0,70863980,2149436,100,276918,java/lang/Boolean@000000060A2617F0
0,150407,150407,108,0,71159374,2151084,100,251495,java/lang/Boolean@000000060A25E648
0,141324,141324,85,0,70917175,2146166,100,267733,java/lang/Boolean@000000060A25E3C0
0,149827,149827,107,0,71146645,2149425,100,252582,java/lang/Boolean@000000060A258740
0,152981,152981,141,0,71540568,2162261,100,247434,java/lang/Boolean@000000060A261768
0,128649,128649,61,0,71257784,2167757,100,294413,java/lang/Boolean@000000060A25BA78
0,148694,148694,125,0,71307024,2160761,100,254598,java/lang/Boolean@000000060A25E810
0,141496,141496,112,0,70706227,2140812,100,267315,java/lang/Boolean@000000060A25E2A0
0,119994,119994,73,0,69988919,2129697,100,315486,java/lang/Boolean@000000060A258980
0,134918,134918,96,0,70909483,2152358,100,280802,java/lang/Boolean@000000060A25B860
0,128037,128037,58,0,71589041,2177668,100,295974,java/lang/Boolean@000000060A2614C0
0,139337,139337,94,0,69912511,2118602,100,271512,java/lang/Boolean@000000060A25B948
0,129832,129832,67,0,70100340,2128598,100,291507,java/lang/Boolean@000000060A25B768
0,122528,122528,66,0,70485156,2143763,100,309154,java/lang/Boolean@000000060A25B7F0
0,123053,123053,65,0,71474564,2173544,100,307820,java/lang/Boolean@000000060A25BD10
0,147676,147676,83,0,71228511,2155570,100,256442,java/lang/Boolean@000000060A25BDF8
0,126290,126290,94,0,69728842,2118239,100,299645,java/lang/Boolean@000000060A261428
0,124255,124255,81,0,71266756,2168454,100,304868,java/lang/Boolean@000000060A25BDE0
0,154168,154168,72,0,71878007,2171352,100,245679,java/lang/Boolean@000000060A25B990
0,134604,134604,102,0,70557758,2141320,100,281238,java/lang/Boolean@000000060A25B2C0
0,120520,120520,78,0,71803814,2185133,100,314544,java/lang/Boolean@000000060A25B460
0,139069,139069,63,0,71330436,2162653,100,272372,java/lang/Boolean@000000060A25E350
0,127269,127269,77,0,70632724,2148096,100,297570,java/lang/Boolean@000000060A25E2C8
0,117744,117744,66,0,69345994,2110828,100,321756,java/lang/Boolean@000000060A25B828
0,145176,145176,61,0,72737819,2202613,100,260987,java/lang/Boolean@000000060A25B390
0,152448,152448,72,0,71660737,2157736,100,248457,java/lang/Boolean@000000060A25B5A0
0,132205,132205,71,0,70429747,2137721,100,286287,java/lang/Boolean@000000060A25B7B8
0,148926,148926,149,0,71461753,2160418,100,254090,java/lang/Boolean@000000060A25E198
0,144352,144352,89,0,71647265,2169885,100,262256,java/lang/Boolean@000000060A258558
0,126403,126403,54,0,71117052,2159386,100,299753,java/lang/Boolean@000000060A25B730
0,132031,132031,97,0,70768629,2146757,100,286782,java/lang/Boolean@000000060A25B9F0
0,123700,123700,91,0,70636537,2147593,100,306148,java/lang/Boolean@000000060A261558
0,133901,133901,69,0,70672613,2143458,100,282679,java/lang/Boolean@000000060A258670
0,122161,122161,82,0,70787377,2153236,100,310137,java/lang/Boolean@000000060A2586D8
0,136136,136136,100,0,71830853,2180029,100,278289,java/lang/Boolean@000000060A25E5B0
0,146249,146249,91,0,70174768,2123389,100,258705,java/lang/Boolean@000000060A25DDF8
0,119704,119704,75,0,70703927,2149920,100,316509,java/lang/Boolean@000000060A258558
0,135770,135770,89,0,70120818,2125512,100,278842,java/lang/Boolean@000000060A25E3E8
0,138014,138014,56,0,72469543,2198637,100,274434,java/lang/Boolean@000000060A25B3A0
0,133552,133552,72,0,70449713,2134002,100,283563,java/lang/Boolean@000000060A25E788
0,141452,141452,84,0,71389972,2161024,100,267519,java/lang/Boolean@000000060A25E1C0
0,148902,148902,103,0,72052098,2183454,100,254268,java/lang/Boolean@000000060A25B730
0,119126,119126,91,0,69926699,2127240,100,317855,java/lang/Boolean@000000060A25DE90
0,125395,125395,42,0,71584367,2176375,100,302317,java/lang/Boolean@000000060A25E268
0,130666,130666,73,0,70870158,2153043,100,289758,java/lang/Boolean@000000060A25B618
0,122249,122249,109,0,68002520,2067826,100,309683,java/lang/Boolean@000000060A25B990
0,125482,125482,152,0,71333938,2166079,100,301949,java/lang/Boolean@000000060A25BC50
0,122353,122353,93,0,70488094,2143016,100,309758,java/lang/Boolean@000000060A25E5C0
0,146492,146492,91,0,71357469,2158791,100,258468,java/lang/Boolean@000000060A258760
0,133016,133016,93,0,70169408,2127935,100,284489,java/lang/Boolean@000000060A25BAB0
0,155687,155687,97,0,71394868,2155670,100,243087,java/lang/Boolean@000000060A25B530
0,137939,137939,104,0,71534186,2170004,100,274450,java/lang/Boolean@000000060A25E5E8
0,137823,137823,59,0,72135717,2187992,100,274759,java/lang/Boolean@000000060A258990
0,153405,153405,97,0,71251907,2153056,100,246661,java/lang/Boolean@000000060A25BBE0
0,130036,130036,77,0,71406419,2169521,100,291111,java/lang/Boolean@000000060A25E110
0,149293,149293,77,0,70783800,2144491,100,253642,java/lang/Boolean@000000060A2589E0
0,151639,151639,96,0,70972877,2141789,100,249542,java/lang/Boolean@000000060A25B8C0
0,121349,121349,75,0,70848584,2159779,100,312182,java/lang/Boolean@000000060A25B9A8
0,151944,151944,75,0,70076041,2115227,100,249162,java/lang/Boolean@000000060A25BD70
0,142911,142911,85,0,70721617,2137355,100,264929,java/lang/Boolean@000000060A25B980
0,127242,127242,69,0,68583528,2083214,100,297591,java/lang/Boolean@000000060A25BD58
0,125360,125360,98,0,69938384,2124709,100,301918,java/lang/Boolean@000000060A25BAB0
0,125600,125600,54,0,70470836,2139800,100,301616,java/lang/Boolean@000000060A25E528
0,125576,125576,82,0,69151560,2101022,100,301414,java/lang/Boolean@000000060A25E268
0,127781,127781,89,0,70462346,2141512,100,296186,java/lang/Boolean@000000060A25BD10
0,128782,128782,65,0,71228277,2165491,100,294205,java/lang/Boolean@000000060A261428
0,135483,135483,64,0,71906045,2178441,100,279768,java/lang/Boolean@000000060A25BDA8
0,136288,136288,58,0,71571216,2172366,100,277910,java/lang/Boolean@000000060A25B650
0,126857,126857,85,0,70381426,2139643,100,298425,java/lang/Boolean@000000060A25BD70
0,124722,124722,66,0,69926182,2124321,100,303610,java/lang/Boolean@000000060A261400
0,141796,141796,100,0,70745592,2139700,100,267055,java/lang/Boolean@000000060A25BA88
0,122702,122702,81,0,71012072,2160707,100,308412,java/lang/Boolean@000000060A25E188
0,141340,141340,58,0,71374200,2161127,100,268073,java/lang/Boolean@000000060A25B780
0,132643,132643,72,0,70098947,2124644,100,285289,java/lang/Boolean@000000060A25E528
0,145983,145983,101,0,70656700,2137896,100,259269,java/lang/Boolean@000000060A25BDB8
0,142281,142281,98,0,70108133,2123411,99,265829,java/lang/Boolean@000000060A25B9F0
0,139625,139625,91,0,71140421,2157794,100,271209,java/lang/Boolean@000000060A25E280
0,126365,126365,45,0,71298959,2167233,99,299122,java/lang/Boolean@000000060A25BCE8
0,153400,153400,116,0,70675405,2134139,99,246570,java/lang/Boolean@000000060A25E880
0,124677,124677,65,0,70831247,2153474,100,303778,java/lang/Boolean@000000060A25BD58
0,140629,140629,114,0,71260576,2157563,100,269262,java/lang/Boolean@000000060A25BAB0
0,149331,149331,124,0,69937406,2113243,100,253462,java/lang/Boolean@000000060A261A18
0,144522,144522,100,0,70649459,2137457,100,261858,java/lang/Boolean@000000060A25E360
0,132799,132799,92,0,69440149,2106329,100,285018,java/lang/Boolean@000000060A25B720
0,141560,141560,118,0,70100943,2122073,100,267355,java/lang/Boolean@000000060A25E230
0,154420,154420,100,0,71089738,2145132,100,245168,java/lang/Boolean@000000060A25BDA8
0,139226,139226,89,0,71445241,2167687,100,272025,java/lang/Boolean@000000060A258920
0,131651,131651,67,0,69920044,2121696,100,287668,java/lang/Boolean@000000060A25BE08
0,141955,141955,122,0,70429253,2131922,100,266598,java/lang/Boolean@000000060A25E4E0
0,147020,147020,118,0,70237192,2126460,100,257423,java/lang/Boolean@000000060A25E490
0,123805,123805,78,0,69581756,2115705,100,305802,java/lang/Boolean@000000060A25BC50
0,151086,151086,95,0,71212037,2151145,100,250407,java/lang/Boolean@000000060A25E100
0,153434,153434,94,0,71364986,2156180,100,246523,java/lang/Boolean@000000060A25E290
0,121965,121965,72,0,71243466,2167463,100,310492,java/lang/Boolean@000000060A25E658
0,129356,129356,104,0,70322729,2135377,100,292444,java/lang/Boolean@000000060A258870
0,125369,125369,62,0,70174789,2132416,100,301897,java/lang/Boolean@000000060A25B5C8
0,142079,142079,99,0,71032150,2151622,100,266586,java/lang/Boolean@000000060A25BDA8
0,119967,119967,63,0,70707191,2151537,100,315721,java/lang/Boolean@000000060A25E2B8
0,148318,148318,113,0,70899688,2147272,100,255229,java/lang/Boolean@000000060A25E588
0,123237,123237,78,0,71322561,2168951,100,307450,java/lang/Boolean@000000060A258920
0,143759,143759,95,0,71393586,2162568,100,263233,java/lang/Boolean@000000060A25EA20
0,126199,126199,78,0,70266924,2134246,100,300011,java/lang/Boolean@000000060A2588E8
0,129259,129259,79,0,70842126,2151389,100,292990,java/lang/Boolean@000000060A25DF98
0,135065,135065,90,0,69275024,2098756,100,280275,java/lang/Boolean@000000060A25B8E8
0,149602,149602,140,0,71780618,2171044,100,253123,java/lang/Boolean@000000060A25BA78
0,147596,147596,106,0,71298769,2158539,100,256327,java/lang/Boolean@000000060A25B5C8
0,154088,154088,129,0,72040051,2175811,100,245509,java/lang/Boolean@000000060A25BE78
0,129503,129503,89,0,70077408,2127972,100,292170,java/lang/Boolean@000000060A25B850
0,149649,149649,88,0,70499115,2128737,100,252919,java/lang/Boolean@000000060A25B600
0,153844,153844,73,0,71082129,2147427,100,246185,java/lang/Boolean@000000060A25BE40
0,143252,143252,85,0,69564212,2105532,100,264228,java/lang/Boolean@000000060A25BE18
0,146048,146048,97,0,70501714,2134545,100,259196,java/lang/Boolean@000000060A258860
0,137181,137181,81,0,71098447,2155470,100,276191,java/lang/Boolean@000000060A25E398
0,131375,131375,75,0,71994102,2185772,100,288357,java/lang/Boolean@000000060A25E220
0,123671,123671,70,0,70201363,2135581,100,306330,java/lang/Boolean@000000060A25B9B8
0,127899,127899,72,0,70006761,2125882,100,295946,java/lang/Boolean@000000060A25E100
0,131354,131354,73,0,70853558,2152353,100,288331,java/lang/Boolean@000000060A25B308
0,131335,131335,72,0,69910377,2123051,100,288270,java/lang/Boolean@000000060A25B428
0,138174,138174,73,0,71132844,2157754,100,273936,java/lang/Boolean@000000060A25B730
0,137097,137097,109,0,70736634,2144584,100,276135,java/lang/Boolean@000000060A25BC28
0,119151,119151,67,0,69238582,2106015,100,317723,java/lang/Boolean@000000060A25B8E8
0,130755,130755,73,0,71001070,2156220,100,289681,java/lang/Boolean@000000060A25B970
0,143807,143807,81,0,71500631,2165967,100,263386,java/lang/Boolean@000000060A25B9F8
0,147242,147242,105,0,70836596,2145380,100,257060,java/lang/Boolean@000000060A25B888
0,130611,130611,109,0,70376599,2136663,100,289753,java/lang/Boolean@000000060A25B558
0,131992,131992,101,0,70265432,2131813,100,286982,java/lang/Boolean@000000060A25E180
0,145623,145623,94,0,69262930,2094519,100,259785,java/lang/Boolean@000000060A25DE90
0,125241,125241,113,0,70785069,2149718,100,302487,java/lang/Boolean@000000060A261650
0,136535,136535,72,0,70662635,2143142,100,277268,java/lang/Boolean@000000060A25E578
0,139371,139371,72,0,71583788,2170244,100,271777,java/lang/Boolean@000000060A25B600
0,141645,141645,110,0,70512626,2133328,100,267258,java/lang/Boolean@000000060A25E528
0,138870,138870,83,0,70979987,2152402,100,272477,java/lang/Boolean@000000060A25B7E0
0,139959,139959,65,0,71319847,2163115,100,270545,java/lang/Boolean@000000060A258670
0,143826,143826,104,0,70984497,2150364,100,263108,java/lang/Boolean@000000060A25E180
0,137664,137664,77,0,71130715,2157205,100,274859,java/lang/Boolean@000000060A25BD10
0,150469,150469,72,0,70424426,2129001,100,251445,java/lang/Boolean@000000060A25B6F8
0,130268,130268,68,0,70630000,2145274,100,290674,java/lang/Boolean@000000060A258558
0,152533,152533,126,0,69351854,2093215,100,247994,java/lang/Boolean@000000060A258920
0,144193,144193,121,0,70635442,2138734,100,262506,java/lang/Boolean@000000060A258958
0,142914,142914,85,0,70897747,2146605,100,264893,java/lang/Boolean@000000060A25E328
0,134953,134953,93,0,70021846,2123298,100,280621,java/lang/Boolean@000000060A25B438
0,126252,126252,58,0,70512226,2139311,100,300081,java/lang/Boolean@000000060A25BDA8
0,127292,127292,79,0,70204026,2134736,100,297398,java/lang/Boolean@000000060A25BCE8
0,150489,150489,84,0,72132849,2181750,100,251548,java/lang/Boolean@000000060A25BD48
0,124525,124525,51,0,71191434,2165007,100,304286,java/lang/Boolean@000000060A258940
0,150710,150710,92,0,70815186,2140236,100,251093,java/lang/Boolean@000000060A2614C0
0,133880,133880,54,0,70664225,2143634,100,282968,java/lang/Boolean@000000060A25E198
0,121719,121719,84,0,67652628,2056962,100,310930,java/lang/Boolean@000000060A25E4C8
0,144641,144641,110,0,70812572,2143300,100,261686,java/lang/Boolean@000000060A258958
0,152959,152959,74,0,68861776,2079105,100,247411,java/lang/Boolean@000000060A25B570
0,119040,119040,61,0,71161577,2164009,100,318232,java/lang/Boolean@000000060A25BB58
0,134759,134759,77,0,73080680,2217919,100,281002,java/lang/Boolean@000000060A25B7B8
0,123080,123080,76,0,71170296,2163990,100,307572,java/lang/Boolean@000000060A25E690
0,122544,122544,83,0,70254126,2136838,100,309149,java/lang/Boolean@000000060A25E490
0,121989,121989,57,0,71156504,2167569,100,310509,java/lang/Boolean@000000060A258948
0,148178,148178,93,0,68861542,2083626,100,255532,java/lang/Boolean@000000060A25E290
0,154766,154766,142,0,71950114,2173927,100,244442,java/lang/Boolean@000000060A25BDA8
0,141978,141978,90,0,71675890,2167828,100,266735,java/lang/Boolean@000000060A2585C0
0,125228,125228,86,0,70518575,2142169,100,302409,java/lang/Boolean@000000060A25E058
0,149454,149454,105,0,69715630,2105479,100,253201,java/lang/Boolean@000000060A25B7E0
0,144246,144246,74,0,68453158,2070945,100,262428,java/lang/Boolean@000000060A25BD70
0,150541,150541,94,0,71127142,2147498,100,251382,java/lang/Boolean@000000060A25B3A0
0,153479,153479,78,0,71130981,2149376,100,246540,java/lang/Boolean@000000060A25B2C0
0,139590,139590,89,0,71217622,2158890,100,271061,java/lang/Boolean@000000060A25E6E0
0,155786,155786,71,0,72343659,2187748,100,243013,java/lang/Boolean@000000060A258920
0,130928,130928,80,0,70719151,2147270,100,289260,java/lang/Boolean@000000060A258860
0,120691,120691,75,0,71353595,2170992,100,313818,java/lang/Boolean@000000060A25E198
0,141528,141528,90,0,70070464,2122075,100,267343,java/lang/Boolean@000000060A25BBA8
0,151563,151563,97,0,71740677,2164522,100,249698,java/lang/Boolean@000000060A25B8F8
0,144101,144101,107,0,71132986,2155036,100,262741,java/lang/Boolean@000000060A25E290
